,alert_type,headline,url,post
63,Road Conditions,I-29 closed from Fargo to Canadian Border,/dotnet/news/Public/View/8274,"The North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have CLOSED I-29 northbound and southbound from Fargo to the Canadian Border due to snow and blowing snow creating slippery road conditions, near zero visibility and life threatening driving conditions. Road Closed means motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
As a reminder, I-94 is CLOSED from Jamestown to Fargo due to slippery road condition and zero visibility. A No Travel Advisory is in effect for all areas of south central and northeastern North Dakota due to blowing snow, high winds, icy roads, and areas of near zero visibility creating hazardous driving conditions. Cities included in the No Travel Advisory include Bismarck, Jamestown, Valley City, Grand Forks, Devils Lake and surrounding areas. A No Travel Advisory means conditions are such that motorists should not travel in these areas.
A Travel Alert remains in effect for southwestern and southeastern North Dakota due to slippery roads and reduced visibility. Cities in included in the Travel Alert are Dickinson, Bowman, Fargo, Wahpeton, and surrounding areas.
All travelers are encouraged to monitor road conditions as weather conditions occur and use caution while traveling. For road information, call 511 from any type of phone or go to the Travel Information Map at www.dot.nd.gov. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
64,Road Conditions,I-94 closed from Jamestown to Fargo,/dotnet/news/Public/View/8273,"The North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have CLOSED I-94 eastbound and westbound lanes from Jamestown to Fargo due to snow and blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions. Road Closed means motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
A No Travel Advisory is in effect for all areas of south central and northeastern North Dakota due to blowing snow, high winds, icy roads, and areas of near zero visibility creating hazardous driving conditions. Cities included in the No Travel Advisory include Bismarck, Jamestown, Valley City, Grand Forks, Devils Lake and surrounding areas. A No Travel Advisory means conditions are such that motorists should not travel in these areas.
The National Weather Service has issued a Blizzard Warning for central and eastern North Dakota. It is expected that conditions will deteriorate and travel will be greatly impacted as a result of this storm system. Motorists are advised to watch for travel advisories issued by law enforcement and NDDOT and head the warnings.
NDDOT releases information to inform the public about travel conditions throughout the state. The three categories are as follows:

TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate. 
NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate. 
ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250. 

Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported. 
All travelers are encouraged to monitor road conditions as weather conditions occur and use caution while traveling. For road information, call 511 from any type of phone or go to the Travel Information Map at www.dot.nd.gov. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
65,Road Conditions,Travel Alert issued for northeastern North Dakota,/dotnet/news/Public/View/8272,"Travel Alert issued for northeastern North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have issued a Travel Alert for northeastern North Dakota due to reduced visibility and icy road conditions. Cities included in the Travel Alert are Grand Forks, Drayton, Pembina, and surrounding areas. A Travel Alert means conditions are such that motorists can still travel in these areas, but should be advised of rapidly changing conditions. Motorists are encouraged to wear seat belts, reduce speed, and drive according to the conditions.
A No Travel Advisory remains in effect for south central North Dakota due to snow, blowing snow, high winds, icy roads, and areas of near zero visibility creating hazardous driving conditions. Cities include Glen Ullin, Center, Flasher, Mandan, Bismarck, Jamestown, Valley City, Ashley, Ellendale, and surrounding areas.
A Travel Alert remains in effect for southwestern and southeastern North Dakota due to reduced visibility and slippery road conditions. Cities include Dickinson, Beach, Bowman, Killdeer, Fargo Wahpeton, Gwinner, Hillsboro, and surrounding areas.
The National Weather Service has issued a Blizzard Warning for central and eastern North Dakota. It is expected that conditions will deteriorate, and travel will be greatly impacted as the result of this storm system. Motorists should be aware that roads may become impassable due to drifting snow throughout the overnight hours. Motorists are advised to watch for travel advisories issued by law enforcement and NDDOT and head the warnings.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
66,Road Conditions,No Travel Advised issued for portions of south central North Dakota,/dotnet/news/Public/View/8271,"No Travel Advised issued for portions of south central North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have issued a No Travel Advisory for portions of south central North Dakota due snow, blowing snow, high winds, icy roads, and areas of near zero visibility creating hazardous driving conditions. Cities included in the No Travel Advisory are Bismarck, Jamestown, Valley City, Ashley, Ellendale, and surrounding areas. A No Travel Advisory means conditions are such that motorists should not travel in these areas.
A No Travel Advisory remains in effect for portions of south central North Dakota due to icy roads and high winds creating hazardous driving conditions. Cities include Glen Ullin, Center, Flasher, Mandan, and surrounding areas.
A Travel Alert remains in effect for southwestern and southeastern North Dakota reduced visibility and slippery road conditions. Cities include Dickinson, Beach, Bowman, Killdeer, Fargo Wahpeton, Gwinner, Hillsboro, and surrounding areas.
The National Weather Service has issued a Blizzard Warning for central and eastern North Dakota. It is expected that conditions will deteriorate, and travel will be greatly impacted as the result of this storm system. Motorists are advised to watch for travel advisories issued by law enforcement and NDDOT and head the warnings.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
67,Road Conditions,No Travel Advised issued for portions of south central North Dakota,/dotnet/news/Public/View/8270,"No Travel Advised issued for portions of south central North Dakota; Travel Alert issued for southwestern North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have issued a No Travel Advisory for portions of south central North Dakota due icy roads and high winds creating hazardous driving conditions. Cities included in the No Travel Advisory are Glen Ullin, Center, Flasher, Mandan, and surrounding areas. A No Travel Advisory means conditions are such that motorists should not travel in these areas.
A Travel Alert has been issued for southwestern North Dakota due to blowing snow creating reduced visibility and area of scattered ice. Cities included in the Travel Alert are Dickinson, Beach, Bowman, Killdeer, and surrounding areas. A Travel Alert means conditions are such that motorists can still travel in these areas, but should be advised of rapidly changing conditions. Motorists are encouraged to wear seat belts, reduce speed, and drive according to the conditions.
A Travel Alert remains in effect for portions of south central and southeastern North Dakota reduced visibility and slippery road conditions. Cities include Bismarck, Jamestown, Valley City, Ashley, Linton, Fargo Wahpeton, Gwinner, Hillsboro, and surrounding areas.
The National Weather Service has issued a Blizzard Warning for central and eastern North Dakota. It is expected that conditions will deteriorate, and travel will be greatly impacted as the result of this storm system. Motorists are advised to watch for travel advisories issued by law enforcement and NDDOT and head the warnings.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
68,Road Conditions,Travel Alert extended to southeastern North Dakota,/dotnet/news/Public/View/8269,"Travel Alert extended to southeastern North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have extended the Travel Alert to southeastern North Dakota due to snow and rain creating slippery and slushy road conditions. Cities included in the Travel Alert are Fargo, Wahpeton, Gwinner, Hillsboro, and surrounding areas. A Travel Alert means conditions are such that motorists can still travel in these areas, but should be advised of rapidly changing conditions. Motorists are encouraged to wear seat belts, reduce speed, and drive according to the conditions.
A Travel Alert remains in effect for portions of central North Dakota reduced visibility and slippery road conditions. Cities include Bismarck, Jamestown, Valley City, Glen Ullin, Ashley, Linton, and surrounding areas.
The National Weather Service has issued a Blizzard Warning for central and eastern North Dakota. It is expected that conditions will deteriorate, and travel will be greatly impacted as the result of this storm system. Motorists are advised to watch for travel advisories issued by law enforcement and NDDOT and head the warnings.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
69,Road Conditions,Travel Alert issued for central portions of North Dakota ,/dotnet/news/Public/View/8268,"The North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have issued a Travel Alert for areas in central North Dakota due to reduced visibility and slippery road conditions. Cities included in the Travel Alert are Bismarck, Jamestown, Valley City, Glenn Ulin, Ashley, Linton and surrounding areas. A Travel Alert means conditions are such that motorists can still travel in these areas, but should be advised of rapidly changing conditions. Motorists are encouraged to wear seat belts, reduce speed, and drive according to the conditions.
The National Weather Service has issued a Blizzard Warning for central and eastern North Dakota. It is expected that conditions will deteriorate and travel will be greatly impacted as a result of this storm system. Motorists are advised to watch for travel advisories issued by law enforcement and NDDOT and head the warnings.
NDDOT releases information to inform the public about travel conditions throughout the state. The three categories are as follows:

TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate. 
NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate. 
ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250. 

Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported. 
All travelers are encouraged to monitor road conditions as weather conditions occur and use caution while traveling. For road information, call 511 from any type of phone or go to the Travel Information Map at www.dot.nd.gov. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
74,Road Conditions,I-94 OPENED from Jamestown to Fargo; I-29 OPENED from Grand Forks to South Dakota border; No Travel Advisory LIFTED for eastern North Dakota,/dotnet/news/Public/View/8263,"March 10, 20198:50 a.m.I-94 OPENED from Jamestown to Fargo; I-29 OPENED from Grand Forks to South Dakota border; No Travel Advisory LIFTED for eastern North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have OPENED I-94 eastbound and westbound lanes from Jamestown to Fargo. A Travel Alert remains in effect in the area due to slippery road conditions.
I-29 OPENED northbound and southbound lanes from Grand Forks to the South Dakota Border. A Travel Alert remains in effect due to slippery road conditions.
ND Highway 13 OPENED from I-29 to Wahpeton.
The No Travel Advisory has been LIFTED from eastern North Dakota. A Travel Alert remains in effect in the area due to slippery road conditions. Cities include Fargo, Wahpeton, Grand Forks, Drayton, Pembina, and surrounding areas.
The Travel Alert remains in effect for central North Dakota due to slippery road conditions. Cities include Bismarck, Minot, Devils Lake, Jamestown, Valley City, and surrounding areas. Motorists should be aware of snow drifts on secondary roads.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
75,Road Conditions,I-94 OPENED from Bismarck to Jamestown; No Travel Advisory LIFTED for south central North Dakota,/dotnet/news/Public/View/8262,"I-94 OPENED from Bismarck to Jamestown; No Travel Advisory LIFTED for south central North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have OPENED I-94 eastbound and westbound lanes from Bismarck to Jamestown. A Travel Alert remains in effect in the area due to slippery road conditions.
The No Travel Advisory has been LIFTED for south central North Dakota. A Travel Alert remains in effect in the area due to slippery road conditions. Cities include Steele, Napoleon, Jamestown, Valley City, Ellendale and surrounding areas.
I-94 CLOSED eastbound and westbound lanes from Jamestown to Fargo due to blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions.
I-29 CLOSED northbound and southbound lanes from Grand Forks to the South Dakota border due to heavy snow and blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions. The South Dakota Officials have also closed I-29 from the North Dakota border to Watertown, South Dakota. ND Highway 13 from I-29 to Wahpeton is also CLOSED.
A No Travel Advisory remains in effect for eastern North Dakota due to heavy snow creating slippery road conditions, near zero visibility, and hazardous driving conditions. Cities include Fargo, Wahpeton, Grand Forks, Drayton, Pembina, and surrounding areas.
The Travel Alert remains in effect for central North Dakota due to heavy snow creating slippery road conditions and reduced visibility. Cities include Bismarck, Minot, Devils Lake, Jamestown, Valley City, and surrounding areas. Motorist should be away of snow drifts on secondary roads.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
76,Road Conditions,I-29 CLOSED from Fargo to Grand Forks; I-94 CLOSED from Bismarck to Fargo,/dotnet/news/Public/View/8261,"I-29 CLOSED from Fargo to Grand Forks; I-94 CLOSED from Bismarck to FargoThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have CLOSED I-29 northbound and southbound lanes from Fargo to Grand Forks and CLOSED I-94 eastbound and westbound lanes from Bismarck to Fargo due to snow and blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions. Road Closed means motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250.
I-29 CLOSED northbound and southbound lanes from Fargo to the South Dakota border due to heavy snow and blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions. The South Dakota Officials have also closed I-29 from the North Dakota border to Watertown, South Dakota. ND Highway 13 from I-29 to Wahpeton is also CLOSED.
A No Travel Advisory remains in effect for south central, southeastern, and northeastern North Dakota due to heavy snow creating slippery road conditions, near zero visibility, and hazardous driving conditions. Cities include Steele, Napoleon, Jamestown, Valley City, Ellendale, Fargo, Wahpeton, Grand Forks, Drayton, Pembina, and surrounding areas.
The Travel Alert remains in effect for central North Dakota due to heavy snow creating slippery road conditions and reduced visibility. Cities include Bismarck, Minot, Bottineau, Kenmare, Devils Lake, Carrington, Rolla, and surrounding areas.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
77,Road Conditions,No Travel Advised issued for northeastern North Dakota,/dotnet/news/Public/View/8260,"No Travel Advised issued for northeastern North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) issued a No Travel Advisory for northeastern North Dakota due to blowing snow creating slippery road conditions, near zero visibility, and hazardous driving conditions. Cities included in the No Travel Advisory are Grand Forks, Drayton, Pembina, and surrounding areas. A No Travel Advisory means conditions are such that motorists should not travel in these areas.
I-29 CLOSED northbound and southbound lanes due to heavy snow and blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions. The South Dakota Officials have also closed I-29 from the North Dakota border to Watertown, South Dakota. ND Highway 13 from I-29 to Wahpeton is also CLOSED.
A No Travel Advisory remains in effect for south central and southeastern North Dakota due to heavy snow creating slippery road conditions, near zero visibility, and hazardous driving conditions. Cities include Steele, Napoleon, Flasher, Wishek, Gackle, Ashley, Kulm, Jamestown, Valley City, Ellendale, Fargo, Wahpeton, and surrounding areas.
The Travel Alert remains in effect for central North Dakota due to heavy snow creating slippery road conditions and reduced visibility. Cities include Bismarck, Minot, Bottineau, Kenmare, Devils Lake, Carrington, and surrounding areas.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
78,Road Conditions,I-29 CLOSED from Fargo to South Dakota Border,/dotnet/news/Public/View/8259,"I-29 CLOSED from Fargo to South Dakota BorderThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have CLOSED I-29 northbound and southbound lanes from Fargo to the South Dakota border due to heavy snow and blowing snow creating slippery road conditions, near zero visibility, and life threatening driving conditions. The South Dakota Officials have also closed I-29 from the North Dakota border to Watertown, South Dakota. ND Highway 13 from I-29 to Wahpeton is also CLOSED.
A No Travel Advisory remains in effect for south central and southeastern North Dakota due to heavy snow creating slippery road conditions, near zero visibility, and hazardous driving conditions. Cities include Steele, Napoleon, Flasher, Wishek, Gackle, Ashley, Kulm, Jamestown, Valley City, Ellendale, Fargo, Wahpeton, and surrounding areas.
The Travel Alert remains in effect for northeastern, north central, and central North Dakota due to heavy snow creating slippery road conditions and reduced visibility. Cities include Bismarck, Minot, Bottineau, Kenmare, Devils Lake, Carrington, Grand Forks, and surrounding areas.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
79,Road Conditions,Travel Alert extended to north central North Dakota,/dotnet/news/Public/View/8258,"Travel Alert extended to north central North DakotaThe North Dakota Department of Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have extended the Travel Alert to north central North Dakota due to blowing and drifting snow creating icy road conditions and reduced visibility. Cities included in the Travel Alert are Minot, Bottineau, Kenmare, and surrounding areas. A Travel Alert means conditions are such that motorists can still travel in these areas, but should be advised of rapidly changing conditions. Motorists are encouraged to wear seat belts, reduce speed, and drive according to the conditions.
A No Travel Advisory remains in effect for south central and southeastern North Dakota due to heavy snow creating slippery road conditions, near zero visibility, and hazardous driving conditions. Cities include Steele, Napoleon, Flasher, Wishek, Gackle, Ashley, Kulm, Jamestown, Valley City, Ellendale, Fargo, Wahpeton, and surrounding areas.
The Travel Alert remains in effect for northeastern and central North Dakota due to heavy snow creating slippery road conditions and reduced visibility. Cities include Bismarck, Devils Lake, Carrington, Grand Forks, and surrounding areas.
The three categories are as follows:1. TRAVEL ALERT – Motorists can still travel but may encounter areas of challenging winter weather driving conditions on roadways. Motorists should allow extra time to reach their destination and be alert to conditions that may make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate.
2. NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which may make it unsafe to travel. Snowplows may be pulled from the roads during severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those motorists who choose to travel at their own risk may become stranded and emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if conditions deteriorate.
3. ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life threatening conditions. The road may be impassible or blocked. Motorists who drive past a road closure device may be fined up to $250. Please be advised that road condition information on 511 and the travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is based upon the information available to the NDDOT at the time of preparation and is provided solely as a public service. Conditions may vary from those reported."
