,date,geo,hashtags,text,type,username
113,2019-04-18 19:01:08+00:00,,,"This spring, we're testing a sandbagging machine in NW Minnesota. The machine allows one person to do the work of three: filling, sewing & stacking each bag. The bags are filled in the shop, stacked on pallets & transported in trucks to their final destination. @mndotnorthwestpic.twitter.com/77lFF3jvdT",official,MnDOTnews
114,2019-04-18 19:00:53+00:00,,,I-94 in Woodbury/Oakdale: EB I-94 at the I-94/I-494/I-694 interchange will close from 8pm Fri (4/19) until 5am Mon (4/22). Detours and more details at: http://mndot.gov/metro/projects/i94-494-694 …,official,MnDOTnews
115,2019-04-17 17:57:14+00:00,,,"""Current road funding will not prevent the number of poor roads from increasing by another 100 miles in the next four years to 600 miles total."" — @Mankatonews, 'Our View'http://mankatofreepress.com/opinion/editorials/our-view-road-funding-evidence-shows-more-highways-getting-worse/article_ea2fbe9c-6819-59ea-b23e-0e64319a74bb.html …",official,MnDOTnews
116,2019-04-17 14:42:57+00:00,,,Mn DOT Commissioner Anderson Kelliher makes the case for more transportation funding: MnDOT commissioner: Our goal is funding that's sufficient for quality roads and bridges.http://strib.mn/2InHXmb,official,MnDOTnews
117,2019-04-16 17:58:09+00:00,,,"Sorry to hear about that, @Weldibeast – the following page has contact information and a feedback form about rest stops: http://mndot.gov/restareas/contacts.html …",official,MnDOTnews
118,2019-04-16 17:05:07+00:00,,,Don’t forget to join us tonight at the I-94/I-494/I-694 East Metro Interchange open house from 4:30-6:30pm at Woodbury City Hall. http://mndot.gov/metro/projects/i94-494-694 …,official,MnDOTnews
119,2019-04-15 22:01:00+00:00,,,Hwy 65 Columbia Hts to Spring Lake Park: Watch for lane closures on Hwy 65 btwn 37th Ave and Hwy 10 Mondays-Saturdays through mid-June. Workers are replacing signs.,official,MnDOTnews
120,2019-04-15 21:45:03+00:00,,,SB Hwy 61 in Cottage Grove: Right lane closed between Jamaica Ave and Innovation Rd tomorrow (4/16) from 9:30am to 2:30pm.,official,MnDOTnews
121,2019-04-15 16:45:26+00:00,,,[News] MnDOT sees $7 million benefit from Adopt a Highway volunteers in 2018http://mndot.gov/newsrels/19/04/15-adopt.html …,official,MnDOTnews
122,2019-04-15 15:38:55+00:00,,,"A big THANK YOU in advance to all of our Adopt a Highway volunteers! Not only does Adopt a Highway help keep Minnesota beautiful, it also translated into an estimated $7 million benefit for the state last year. More about the program and how to volunteer: http://mndot.gov/adopt pic.twitter.com/oa78xAlDbA",official,MnDOTnews
123,2019-04-22 21:52:46+00:00,,,Car on fire. NB 35 at Viking Blvd. in Wyoming.pic.twitter.com/fqD58QuwYP,official,MnDOTtraffic
124,2019-04-16 20:29:59+00:00,,,Thank you for the heads up!,official,MnDOTtraffic
125,2019-04-15 12:30:06+00:00,,,Crash at South Bound 100 and 494.pic.twitter.com/A05FJCSlJL,official,MnDOTtraffic
