,date,text,keywords,location,source,ngrams,spacy_location,spacy_location_no_ngram
35,2019-03-14 17:59:49+00:00,"Exit 183, I-90 eastbound off ramp to highway 56 is closed because water is over the road. Ramp is east of #AustinMN",#AustinMN,,twitter,(183 I) (183 I 90) (56 closed) (56 closed water) (90 eastbound) (90 eastbound ramp) (Exit 183) (Exit 183 I) (I 90) (I 90 eastbound) (Ramp east) (Ramp east AustinMN) (closed water) (closed water road) (east AustinMN) (eastbound ramp) (eastbound ramp highway) (highway 56) (highway 56 closed) (ramp highway) (ramp highway 56) (road Ramp) (road Ramp east) (water road) (water road Ramp) (text_combined) ,183 183 90 56 56 90 90 Exit 183 Exit 183 90 90 Ramp Ramp AustinMN 56 56 56 Ramp Ramp Ramp ,183 183 90 56 56 90 90 Exit 183 Exit 183 90 90 Ramp Ramp AustinMN 56 56 56 Ramp Ramp Ramp 
36,2019-03-14 14:54:37+00:00,"Take note on the #MnDOT road conditions map http://www. 511mn.org These symbols indicate water on the roadway (blue bordered circle with waves) and closed for flooding (same symbol, but with red flash). Know before you go. Road conditions are changing fast. pic.twitter.com/o6pCFxKRml",#MnDOT,,twitter,(511mn org) (511mn org These) (Know Road) (Know Road conditions) (MnDOT road) (MnDOT road conditions) (Road conditions) (Road conditions changing) (Take note) (Take note MnDOT) (These symbols) (These symbols indicate) (blue bordered) (blue bordered circle) (bordered circle) (bordered circle waves) (changing fast) (changing fast pic) (circle waves) (circle waves closed) (closed flooding) (closed flooding symbol) (com o6pCFxKRml) (conditions changing) (conditions changing fast) (conditions map) (conditions map http) (fast pic) (fast pic twitter) (flash Know) (flash Know Road) (flooding symbol) (flooding symbol red) (http www) (http www 511mn) (indicate water) (indicate water roadway) (map http) (map http www) (note MnDOT) (note MnDOT road) (org These) (org These symbols) (pic twitter) (pic twitter com) (red flash) (red flash Know) (road conditions) (road conditions map) (roadway blue) (roadway blue bordered) (symbol red) (symbol red flash) (symbols indicate) (symbols indicate water) (twitter com) (twitter com o6pCFxKRml) (water roadway) (water roadway blue) (waves closed) (waves closed flooding) (www 511mn) (www 511mn org) (text_combined) ,511mn 511mn Know Road Know Road MnDOT Know Know Road 511mn MnDOT Know 511mn 511mn ,511mn 511mn Know Road Know Road MnDOT Know Know Road 511mn MnDOT Know 511mn 511mn 
37,2019-03-14 13:41:08+00:00,Traffic alert: Highway 16 is closed between county roads 21 and 12 due to high water. Detour is signed. Check http:// 511mn.org for updates.,,,twitter,(12 high) (12 high water) (16 closed) (16 closed county) (21 12) (21 12 high) (511mn org) (511mn org updates) (Check http) (Check http 511mn) (Detour signed) (Detour signed Check) (Highway 16) (Highway 16 closed) (Traffic alert) (Traffic alert Highway) (alert Highway) (alert Highway 16) (closed county) (closed county roads) (county roads) (county roads 21) (high water) (high water Detour) (http 511mn) (http 511mn org) (org updates) (roads 21) (roads 21 12) (signed Check) (signed Check http) (water Detour) (water Detour signed) (text_combined) ,12 12 16 16 21 12 21 12 511mn 511mn 511mn Detour Detour 16 16 Highway Highway 16 21 Detour 511mn 511mn 21 21 12 Detour Detour ,12 12 16 16 21 12 21 12 511mn 511mn 511mn Detour Detour 16 16 Highway Highway 16 21 Detour 511mn 511mn 21 21 12 Detour Detour 
38,2019-03-13 19:56:34+00:00,Just got some details. We have closed Hwy 42 between Elgin and Plainview due to flooding on the roadway. The detour is County Road 25 to County Road 4.,,,twitter,(25 County) (25 County Road) (42 Elgin) (42 Elgin Plainview) (County Road) (County Road 25) (County Road 4) (Elgin Plainview) (Elgin Plainview flooding) (Hwy 42) (Hwy 42 Elgin) (Just got) (Just got details) (Plainview flooding) (Plainview flooding roadway) (Road 25) (Road 25 County) (Road 4) (The detour) (The detour County) (We closed) (We closed Hwy) (closed Hwy) (closed Hwy 42) (details We) (details We closed) (detour County) (detour County Road) (flooding roadway) (flooding roadway The) (got details) (got details We) (roadway The) (roadway The detour) (text_combined) ,25 County 25 County Road 42 42 County Road County Road 25 County Road 4 Hwy 42 Hwy 42 Elgin Plainview Plainview 25 4 Hwy Hwy 42 County Road ,25 County 25 County Road 42 42 County Road County Road 25 County Road 4 Hwy 42 Hwy 42 Elgin Plainview Plainview 25 4 Hwy Hwy 42 County Road 
39,2019-03-13 02:28:25+00:00,Hwy 60 near Hwy 61 in Wabasha is closed Tuesday night because of water on the roadway. The stretch of the Hwy 60 just north of Hwy 61 at Wabasha is under water. MnDOT has blocked the road with barricades. Check http://www. 511mn.org for road conditions in SE MN,,,twitter,(511mn org) (511mn org road) (60 just) (60 just north) (60 near) (60 near Hwy) (61 Wabasha) (61 Wabasha closed) (61 Wabasha water) (Check http) (Check http www) (Hwy 60) (Hwy 60 just) (Hwy 60 near) (Hwy 61) (Hwy 61 Wabasha) (MnDOT blocked) (MnDOT blocked road) (SE MN) (The stretch) (The stretch Hwy) (Tuesday night) (Tuesday night water) (Wabasha closed) (Wabasha closed Tuesday) (Wabasha water) (Wabasha water MnDOT) (barricades Check) (barricades Check http) (blocked road) (blocked road barricades) (closed Tuesday) (closed Tuesday night) (conditions SE) (conditions SE MN) (http www) (http www 511mn) (just north) (just north Hwy) (near Hwy) (near Hwy 61) (night water) (night water roadway) (north Hwy) (north Hwy 61) (org road) (org road conditions) (road barricades) (road barricades Check) (road conditions) (road conditions SE) (roadway The) (roadway The stretch) (stretch Hwy) (stretch Hwy 60) (water MnDOT) (water MnDOT blocked) (water roadway) (water roadway The) (www 511mn) (www 511mn org) (text_combined) ,511mn 511mn 60 60 60 61 Wabasha 61 Wabasha 61 Wabasha Hwy 60) Hwy 60 Hwy 60 Hwy 61 Hwy 61 Wabasha Tuesday night Tuesday night Wabasha Tuesday Wabasha Check Tuesday Tuesday night 511mn Hwy Hwy Hwy 61 Hwy 61 Check Hwy Hwy 60 MnDOT MnDOT 511mn 511mn ,511mn 511mn 60 60 60 61 Wabasha 61 Wabasha 61 Wabasha Hwy 60) Hwy 60 Hwy 60 Hwy 61 Hwy 61 Wabasha Tuesday night Tuesday night Wabasha Tuesday Wabasha Check Tuesday Tuesday night 511mn Hwy Hwy Hwy 61 Hwy 61 Check Hwy Hwy 60 MnDOT MnDOT 511mn 511mn 
40,2019-02-26 13:06:02+00:00,Current look at road conditions in SE MN. Some highways remain closed due to snow drifts and icy road conditions. Motorists should expect slower travel times. #MnDOT crews are working hard to clear snow and improve road conditions. Check http:// 511mn.org for updates. pic.twitter.com/OhxBhSQ817,#MnDOT,,twitter,(511mn org) (511mn org updates) (Check http) (Check http 511mn) (Current look) (Current look road) (MN Some) (MN Some highways) (MnDOT crews) (MnDOT crews working) (Motorists expect) (Motorists expect slower) (SE MN) (SE MN Some) (Some highways) (Some highways remain) (clear snow) (clear snow improve) (closed snow) (closed snow drifts) (com OhxBhSQ817) (conditions Check) (conditions Check http) (conditions Motorists) (conditions Motorists expect) (conditions SE) (conditions SE MN) (crews working) (crews working hard) (drifts icy) (drifts icy road) (expect slower) (expect slower travel) (hard clear) (hard clear snow) (highways remain) (highways remain closed) (http 511mn) (http 511mn org) (icy road) (icy road conditions) (improve road) (improve road conditions) (look road) (look road conditions) (org updates) (org updates pic) (pic twitter) (pic twitter com) (remain closed) (remain closed snow) (road conditions) (road conditions Check) (road conditions Motorists) (road conditions SE) (slower travel) (slower travel times) (snow drifts) (snow drifts icy) (snow improve) (snow improve road) (times MnDOT) (times MnDOT crews) (travel times) (travel times MnDOT) (twitter com) (twitter com OhxBhSQ817) (updates pic) (updates pic twitter) (working hard) (working hard clear) (text_combined) ,511mn 511mn 511mn MN Some Motorists Motorists 511mn Check Motorists MnDOT MnDOT OhxBhSQ817 ,511mn 511mn 511mn MN Some Motorists Motorists 511mn Check Motorists MnDOT MnDOT OhxBhSQ817 
41,2019-02-25 19:17:22+00:00,"At this hour, I-35 remains closed between Owatonna and Iowa State Line. Snow drifts and icy road conditions are a challenge, but crews are working hard to clear roadway. Watch this feed and http:// 511mn.org for updates.",,,twitter,(35 remains) (35 remains closed) (511mn org) (511mn org updates) (At hour) (At hour I) (I 35) (I 35 remains) (Iowa State) (Iowa State Line) (Line Snow) (Line Snow drifts) (Owatonna Iowa) (Owatonna Iowa State) (Snow drifts) (Snow drifts icy) (State Line) (State Line Snow) (Watch feed) (Watch feed http) (challenge crews) (challenge crews working) (clear roadway) (clear roadway Watch) (closed Owatonna) (closed Owatonna Iowa) (conditions challenge) (conditions challenge crews) (crews working) (crews working hard) (drifts icy) (drifts icy road) (feed http) (feed http 511mn) (hard clear) (hard clear roadway) (hour I) (hour I 35) (http 511mn) (http 511mn org) (icy road) (icy road conditions) (org updates) (remains closed) (remains closed Owatonna) (road conditions) (road conditions challenge) (roadway Watch) (roadway Watch feed) (working hard) (working hard clear) (text_combined) ,35 35 511mn 511mn At hour At hour 35 35 Iowa State Iowa State Line Line Snow Line Snow Iowa Line Snow Watch Owatonna Owatonna Iowa 511mn 511mn 511mn Owatonna Watch Watch ,35 35 511mn 511mn At hour At hour 35 35 Iowa State Iowa State Line Line Snow Line Snow Iowa Line Snow Watch Owatonna Owatonna Iowa 511mn 511mn 511mn Owatonna Watch Watch 
42,2019-02-25 19:14:39+00:00,"Current look at road conditions in SE MN at this hour. Several highways remain closed due to snow drifts & icy conditions, including I-35 south of Owatonna to Iowa border and I-90 between Highway 52 and Albert Lea. #MnDOT crews are working hard to clear roads. #511MN pic.twitter.com/5X02fCAswG",#MnDOT #511MN,,twitter,(35 south) (35 south Owatonna) (511MN pic) (511MN pic twitter) (52 Albert) (52 Albert Lea) (90 Highway) (90 Highway 52) (Albert Lea) (Albert Lea MnDOT) (Current look) (Current look road) (Highway 52) (Highway 52 Albert) (I 35) (I 35 south) (I 90) (I 90 Highway) (Iowa border) (Iowa border I) (Lea MnDOT) (Lea MnDOT crews) (MN hour) (MN hour Several) (MnDOT crews) (MnDOT crews working) (Owatonna Iowa) (Owatonna Iowa border) (SE MN) (SE MN hour) (Several highways) (Several highways remain) (border I) (border I 90) (clear roads) (clear roads 511MN) (closed snow) (closed snow drifts) (com 5X02fCAswG) (conditions SE) (conditions SE MN) (conditions including) (conditions including I) (crews working) (crews working hard) (drifts icy) (drifts icy conditions) (hard clear) (hard clear roads) (highways remain) (highways remain closed) (hour Several) (hour Several highways) (icy conditions) (icy conditions including) (including I) (including I 35) (look road) (look road conditions) (pic twitter) (pic twitter com) (remain closed) (remain closed snow) (road conditions) (road conditions SE) (roads 511MN) (roads 511MN pic) (snow drifts) (snow drifts icy) (south Owatonna) (south Owatonna Iowa) (twitter com) (twitter com 5X02fCAswG) (working hard) (working hard clear) (text_combined) ,35 35 Owatonna 511MN 511MN Albert Albert Lea 90 90 Albert Lea Albert Lea MnDOT Albert 35 90 90 Highway Iowa Iowa Lea MnDOT Lea MnDOT MN hour MN hour Iowa Owatonna Iowa SE MN hour 90 511MN 35 511MN 511MN Owatonna Iowa ,35 35 Owatonna 511MN 511MN Albert Albert Lea 90 90 Albert Lea Albert Lea MnDOT Albert 35 90 90 Highway Iowa Iowa Lea MnDOT Lea MnDOT MN hour MN hour Iowa Owatonna Iowa SE MN hour 90 511MN 35 511MN 511MN Owatonna Iowa 
43,2019-02-25 16:52:33+00:00,"Take a look: Here are #MnDOT snowplow views of Highway 14 near #rochmn , I-90 near St. Charles and I-35 north of Ellendale. You can see road conditions are challenging, which is why many highways remain closed and travel is not advised. Check http:// 511mn.org for updates. pic.twitter.com/zRUEvV5c4m",#MnDOT #rochmn,,twitter,(14 near) (14 near rochmn) (35 north) (35 north Ellendale) (511mn org) (511mn org updates) (90 near) (90 near St) (Charles I) (Charles I 35) (Check http) (Check http 511mn) (Ellendale You) (Ellendale You road) (Here MnDOT) (Here MnDOT snowplow) (Highway 14) (Highway 14 near) (I 35) (I 35 north) (I 90) (I 90 near) (MnDOT snowplow) (MnDOT snowplow views) (St Charles) (St Charles I) (Take look) (Take look Here) (You road) (You road conditions) (advised Check) (advised Check http) (challenging highways) (challenging highways remain) (closed travel) (closed travel advised) (com zRUEvV5c4m) (conditions challenging) (conditions challenging highways) (highways remain) (highways remain closed) (http 511mn) (http 511mn org) (look Here) (look Here MnDOT) (near St) (near St Charles) (near rochmn) (near rochmn I) (north Ellendale) (north Ellendale You) (org updates) (org updates pic) (pic twitter) (pic twitter com) (remain closed) (remain closed travel) (road conditions) (road conditions challenging) (rochmn I) (rochmn I 90) (snowplow views) (snowplow views Highway) (travel advised) (travel advised Check) (twitter com) (twitter com zRUEvV5c4m) (updates pic) (updates pic twitter) (views Highway) (views Highway 14) (text_combined) ,14 14 35 35 Ellendale 511mn 511mn 90 90 St Charles I Charles I 35 511mn 14 14 35 35 90 90 St Charles St Charles I Check Check 511mn St St Charles Ellendale Ellendale You 90 Highway Check Highway Highway 14 ,14 14 35 35 Ellendale 511mn 511mn 90 90 St Charles I Charles I 35 511mn 14 14 35 35 90 90 St Charles St Charles I Check Check 511mn St St Charles Ellendale Ellendale You 90 Highway Check Highway Highway 14 
44,2019-02-25 15:03:50+00:00,"#MnDOT switched highways to ""closed"" on http:// 511mn.org to encourage folks to stay off the roads. Drivers can access the roadway, but road conditions remain ice/snow covered.",#MnDOT,,twitter,(511mn org) (511mn org encourage) (Drivers access) (Drivers access roadway) (MnDOT switched) (MnDOT switched highways) (access roadway) (access roadway road) (closed http) (closed http 511mn) (conditions remain) (conditions remain ice) (encourage folks) (encourage folks stay) (folks stay) (folks stay roads) (highways closed) (highways closed http) (http 511mn) (http 511mn org) (ice snow) (ice snow covered) (org encourage) (org encourage folks) (remain ice) (remain ice snow) (road conditions) (road conditions remain) (roads Drivers) (roads Drivers access) (roadway road) (roadway road conditions) (snow covered) (stay roads) (stay roads Drivers) (switched highways) (switched highways closed) (text_combined) ,511mn 511mn 511mn 511mn Drivers Drivers Drivers ,511mn 511mn 511mn 511mn Drivers Drivers Drivers 
45,2019-02-25 13:14:15+00:00,Take a look at current road conditions near #rochmn . (7:15am). Many SE MN highways are closed until #MnDOT snowplows can clear ice/snow. Check http:// 511mn.org for updates and views of conditions on your route. pic.twitter.com/t83kxG0hbn,#rochmn #MnDOT,,twitter,(15am Many) (15am Many SE) (511mn org) (511mn org updates) (7 15am) (7 15am Many) (Check http) (Check http 511mn) (MN highways) (MN highways closed) (Many SE) (Many SE MN) (MnDOT snowplows) (MnDOT snowplows clear) (SE MN) (SE MN highways) (Take look) (Take look current) (clear ice) (clear ice snow) (closed MnDOT) (closed MnDOT snowplows) (com t83kxG0hbn) (conditions near) (conditions near rochmn) (conditions route) (conditions route pic) (current road) (current road conditions) (highways closed) (highways closed MnDOT) (http 511mn) (http 511mn org) (ice snow) (ice snow Check) (look current) (look current road) (near rochmn) (near rochmn 7) (org updates) (org updates views) (pic twitter) (pic twitter com) (road conditions) (road conditions near) (rochmn 7) (rochmn 7 15am) (route pic) (route pic twitter) (snow Check) (snow Check http) (snowplows clear) (snowplows clear ice) (twitter com) (twitter com t83kxG0hbn) (updates views) (updates views conditions) (views conditions) (views conditions route) (text_combined) ,511mn 511mn 7 15am 7 15am 511mn MnDOT MnDOT MnDOT Check 7 7 7 Check ,511mn 511mn 7 15am 7 15am 511mn MnDOT MnDOT MnDOT Check 7 7 7 Check 
46,2019-02-25 12:14:14+00:00,"Dangerous driving conditions in southeast Minnesota this Monday morning. Many roadways remain closed due to blowing snow, snow/ice covered roads and poor visibility. Here’s our #MnDOT snowplow view from Hwy 14 near #Rochmn . Give our drivers room to work. http:// 511mn.org pic.twitter.com/8IHOg1D9d5",#MnDOT #Rochmn,,twitter,(14 near) (14 near Rochmn) (511mn org) (511mn org pic) (Dangerous driving) (Dangerous driving conditions) (Give drivers) (Give drivers room) (Here s) (Here s MnDOT) (Hwy 14) (Hwy 14 near) (Many roadways) (Many roadways remain) (Minnesota Monday) (Minnesota Monday morning) (MnDOT snowplow) (MnDOT snowplow view) (Monday morning) (Monday morning Many) (Rochmn Give) (Rochmn Give drivers) (blowing snow) (blowing snow snow) (closed blowing) (closed blowing snow) (com 8IHOg1D9d5) (conditions southeast) (conditions southeast Minnesota) (covered roads) (covered roads poor) (drivers room) (drivers room work) (driving conditions) (driving conditions southeast) (http 511mn) (http 511mn org) (ice covered) (ice covered roads) (morning Many) (morning Many roadways) (near Rochmn) (near Rochmn Give) (org pic) (org pic twitter) (pic twitter) (pic twitter com) (poor visibility) (poor visibility Here) (remain closed) (remain closed blowing) (roads poor) (roads poor visibility) (roadways remain) (roadways remain closed) (room work) (room work http) (s MnDOT) (s MnDOT snowplow) (snow ice) (snow ice covered) (snow snow) (snow snow ice) (snowplow view) (snowplow view Hwy) (southeast Minnesota) (southeast Minnesota Monday) (twitter com) (twitter com 8IHOg1D9d5) (view Hwy) (view Hwy 14) (visibility Here) (visibility Here s) (work http) (work http 511mn) (text_combined) ,14 14 Rochmn 511mn 511mn 14 14 Minnesota Monday Minnesota Monday morning Monday morning Monday morning Rochmn Give Rochmn Give 8IHOg1D9d5 Minnesota 511mn Rochmn Rochmn Give MnDOT Hwy Minnesota Minnesota Monday Hwy 511mn ,14 14 Rochmn 511mn 511mn 14 14 Minnesota Monday Minnesota Monday morning Monday morning Monday morning Rochmn Give Rochmn Give 8IHOg1D9d5 Minnesota 511mn Rochmn Rochmn Give MnDOT Hwy Minnesota Minnesota Monday Hwy 511mn 
47,2019-02-25 00:29:10+00:00,"I-90 has high likelihood to be closed at sunrise tomorrow. Significant drifting. We’re trying to keep vehicles off roads, because they’re getting stuck, which then puts law enforcement, tow trucks and our crews at risk, sidetracks the plowing.",,,twitter,(90 high) (90 high likelihood) (I 90) (I 90 high) (Significant drifting) (Significant drifting We) (We trying) (We trying vehicles) (closed sunrise) (closed sunrise tomorrow) (crews risk) (crews risk sidetracks) (drifting We) (drifting We trying) (enforcement tow) (enforcement tow trucks) (getting stuck) (getting stuck puts) (high likelihood) (high likelihood closed) (law enforcement) (law enforcement tow) (likelihood closed) (likelihood closed sunrise) (puts law) (puts law enforcement) (risk sidetracks) (risk sidetracks plowing) (roads getting) (roads getting stuck) (sidetracks plowing) (stuck puts) (stuck puts law) (sunrise tomorrow) (sunrise tomorrow Significant) (tomorrow Significant) (tomorrow Significant drifting) (tow trucks) (tow trucks crews) (trucks crews) (trucks crews risk) (trying vehicles) (trying vehicles roads) (vehicles roads) (vehicles roads getting) (text_combined) ,90 90 90 90 tomorrow tomorrow tomorrow tomorrow tomorrow ,90 90 90 90 tomorrow tomorrow tomorrow tomorrow tomorrow 
48,2019-02-24 16:22:28+00:00,"#MnDOT is switching many sections on http://www. 511mn.org to ""closed"" to encourage folks to stay off the roads. rivers can still access the roadway but severe drifting (some as high as 6 feet) has portions blown shut. Please do not travel unless necessary. #Blizzard #rochmn pic.twitter.com/zUL9s5U7fJ",#MnDOT #Blizzard #rochmn,,twitter,(511mn org) (511mn org closed) (6 feet) (6 feet portions) (Blizzard rochmn) (Blizzard rochmn pic) (MnDOT switching) (MnDOT switching sections) (Please travel) (Please travel unless) (access roadway) (access roadway severe) (blown shut) (blown shut Please) (closed encourage) (closed encourage folks) (com zUL9s5U7fJ) (drifting high) (drifting high 6) (encourage folks) (encourage folks stay) (feet portions) (feet portions blown) (folks stay) (folks stay roads) (high 6) (high 6 feet) (http www) (http www 511mn) (necessary Blizzard) (necessary Blizzard rochmn) (org closed) (org closed encourage) (pic twitter) (pic twitter com) (portions blown) (portions blown shut) (rivers access) (rivers access roadway) (roads rivers) (roads rivers access) (roadway severe) (roadway severe drifting) (rochmn pic) (rochmn pic twitter) (sections http) (sections http www) (severe drifting) (severe drifting high) (shut Please) (shut Please travel) (stay roads) (stay roads rivers) (switching sections) (switching sections http) (travel unless) (travel unless necessary) (twitter com) (twitter com zUL9s5U7fJ) (unless necessary) (unless necessary Blizzard) (www 511mn) (www 511mn org) (text_combined) ,511mn 511mn 6 feet 6 feet 6 6 6 feet 511mn Blizzard Blizzard Blizzard 511mn 511mn ,511mn 511mn 6 feet 6 feet 6 6 6 feet 511mn Blizzard Blizzard Blizzard 511mn 511mn 
49,2019-02-24 12:07:27+00:00,"Roads are closed, travel is not advised on the purple roads, it's difficult travel on the pink. These are #LifeThreatening conditions. Do not travel unless you have to. http://www. 511mn.org #MnDOT #mnwx @NWSLaCrosse pic.twitter.com/flezmFEqDG",#LifeThreatening #MnDOT #mnwx,,twitter,(511mn org) (511mn org MnDOT) (Do travel) (Do travel unless) (LifeThreatening conditions) (LifeThreatening conditions Do) (MnDOT mnwx) (MnDOT mnwx NWSLaCrosse) (NWSLaCrosse pic) (NWSLaCrosse pic twitter) (Roads closed) (Roads closed travel) (These LifeThreatening) (These LifeThreatening conditions) (advised purple) (advised purple roads) (closed travel) (closed travel advised) (com flezmFEqDG) (conditions Do) (conditions Do travel) (difficult travel) (difficult travel pink) (http www) (http www 511mn) (mnwx NWSLaCrosse) (mnwx NWSLaCrosse pic) (org MnDOT) (org MnDOT mnwx) (pic twitter) (pic twitter com) (pink These) (pink These LifeThreatening) (purple roads) (purple roads s) (roads s) (roads s difficult) (s difficult) (s difficult travel) (travel advised) (travel advised purple) (travel pink) (travel pink These) (travel unless) (travel unless http) (twitter com) (twitter com flezmFEqDG) (unless http) (unless http www) (www 511mn) (www 511mn org) (text_combined) ,511mn 511mn MnDOT LifeThreatening LifeThreatening LifeThreatening LifeThreatening 511mn NWSLaCrosse LifeThreatening 511mn 511mn ,511mn 511mn MnDOT LifeThreatening LifeThreatening LifeThreatening LifeThreatening 511mn NWSLaCrosse LifeThreatening 511mn 511mn 
50,2019-02-24 12:01:38+00:00,I-35 remains closed from the Minnesota/Iowa border to Faribault. It will remain closed until conditions improve. Monitor http://www. 511mn.org for the latest. #MnDOT #I35 #RoadClosed #Blizzard #LifeThreatening pic.twitter.com/mL90CQdYnV,#MnDOT #I35 #RoadClosed #Blizzard #LifeThreatening,,twitter,(35 remains) (35 remains closed) (511mn org) (511mn org latest) (Blizzard LifeThreatening) (Blizzard LifeThreatening pic) (Faribault It) (Faribault It remain) (I 35) (I 35 remains) (I35 RoadClosed) (I35 RoadClosed Blizzard) (Iowa border) (Iowa border Faribault) (It remain) (It remain closed) (LifeThreatening pic) (LifeThreatening pic twitter) (Minnesota Iowa) (Minnesota Iowa border) (MnDOT I35) (MnDOT I35 RoadClosed) (Monitor http) (Monitor http www) (RoadClosed Blizzard) (RoadClosed Blizzard LifeThreatening) (border Faribault) (border Faribault It) (closed Minnesota) (closed Minnesota Iowa) (closed conditions) (closed conditions improve) (com mL90CQdYnV) (conditions improve) (conditions improve Monitor) (http www) (http www 511mn) (improve Monitor) (improve Monitor http) (latest MnDOT) (latest MnDOT I35) (org latest) (org latest MnDOT) (pic twitter) (pic twitter com) (remain closed) (remain closed conditions) (remains closed) (remains closed Minnesota) (twitter com) (twitter com mL90CQdYnV) (www 511mn) (www 511mn org) (text_combined) ,35 35 511mn 511mn Blizzard LifeThreatening Blizzard LifeThreatening pic Faribault Faribault 35 35 Iowa Iowa Faribault LifeThreatening LifeThreatening Minnesota Iowa Minnesota Iowa RoadClosed Blizzard Faribault Faribault Minnesota Minnesota Iowa 511mn MnDOT MnDOT I35 MnDOT Minnesota 511mn 511mn ,35 35 511mn 511mn Blizzard LifeThreatening Blizzard LifeThreatening pic Faribault Faribault 35 35 Iowa Iowa Faribault LifeThreatening LifeThreatening Minnesota Iowa Minnesota Iowa RoadClosed Blizzard Faribault Faribault Minnesota Minnesota Iowa 511mn MnDOT MnDOT I35 MnDOT Minnesota 511mn 511mn 
51,2019-02-24 11:55:20+00:00,A 121 mile stretch of I-90 remains closed this morning. The blizzard is making it difficult to see the road. Travel Not Advised through most of Southern Minnesota. http://www. 511mn.org #MnDOT #I90 #RoadClosed #Blizzard #LifeThreatening pic.twitter.com/shKYFgSZHV,#MnDOT #I90 #RoadClosed #Blizzard #LifeThreatening,,twitter,(121 mile) (121 mile stretch) (511mn org) (511mn org MnDOT) (90 remains) (90 remains closed) (A 121) (A 121 mile) (Advised Southern) (Advised Southern Minnesota) (Blizzard LifeThreatening) (Blizzard LifeThreatening pic) (I 90) (I 90 remains) (I90 RoadClosed) (I90 RoadClosed Blizzard) (LifeThreatening pic) (LifeThreatening pic twitter) (Minnesota http) (Minnesota http www) (MnDOT I90) (MnDOT I90 RoadClosed) (Not Advised) (Not Advised Southern) (RoadClosed Blizzard) (RoadClosed Blizzard LifeThreatening) (Southern Minnesota) (Southern Minnesota http) (The blizzard) (The blizzard making) (Travel Not) (Travel Not Advised) (blizzard making) (blizzard making difficult) (closed morning) (closed morning The) (com shKYFgSZHV) (difficult road) (difficult road Travel) (http www) (http www 511mn) (making difficult) (making difficult road) (mile stretch) (mile stretch I) (morning The) (morning The blizzard) (org MnDOT) (org MnDOT I90) (pic twitter) (pic twitter com) (remains closed) (remains closed morning) (road Travel) (road Travel Not) (stretch I) (stretch I 90) (twitter com) (twitter com shKYFgSZHV) (www 511mn) (www 511mn org) (text_combined) ,121 mile 121 mile 511mn 511mn MnDOT 90 90 121 121 mile Advised Southern Advised Southern Minnesota Blizzard LifeThreatening Blizzard LifeThreatening pic 90 90 I90 RoadClosed I90 RoadClosed Blizzard LifeThreatening LifeThreatening Minnesota Minnesota RoadClosed Blizzard Southern Minnesota Southern Minnesota morning 511mn morning MnDOT I90 morning 90 511mn 511mn ,121 mile 121 mile 511mn 511mn MnDOT 90 90 121 121 mile Advised Southern Advised Southern Minnesota Blizzard LifeThreatening Blizzard LifeThreatening pic 90 90 I90 RoadClosed I90 RoadClosed Blizzard LifeThreatening LifeThreatening Minnesota Minnesota RoadClosed Blizzard Southern Minnesota Southern Minnesota morning 511mn morning MnDOT I90 morning 90 511mn 511mn 
52,2019-02-24 03:16:32+00:00,I-90 NOW closed west of Albert Lea. Travel Not Advised in many other locations in Southeast Minnesota. Watch http://www. 511mn.org for updates on reopenings and road conditions. #MnDOT #mnwx #albertlea #i90 pic.twitter.com/nKp94nSCop,#MnDOT #mnwx #albertlea #i90,,twitter,(511mn org) (511mn org updates) (90 NOW) (90 NOW closed) (Advised locations) (Advised locations Southeast) (Albert Lea) (Albert Lea Travel) (I 90) (I 90 NOW) (Lea Travel) (Lea Travel Not) (Minnesota Watch) (Minnesota Watch http) (MnDOT mnwx) (MnDOT mnwx albertlea) (NOW closed) (NOW closed west) (Not Advised) (Not Advised locations) (Southeast Minnesota) (Southeast Minnesota Watch) (Travel Not) (Travel Not Advised) (Watch http) (Watch http www) (albertlea i90) (albertlea i90 pic) (closed west) (closed west Albert) (com nKp94nSCop) (conditions MnDOT) (conditions MnDOT mnwx) (http www) (http www 511mn) (i90 pic) (i90 pic twitter) (locations Southeast) (locations Southeast Minnesota) (mnwx albertlea) (mnwx albertlea i90) (org updates) (org updates reopenings) (pic twitter) (pic twitter com) (reopenings road) (reopenings road conditions) (road conditions) (road conditions MnDOT) (twitter com) (twitter com nKp94nSCop) (updates reopenings) (updates reopenings road) (west Albert) (west Albert Lea) (www 511mn) (www 511mn org) (text_combined) ,511mn 511mn 90 90 Albert Lea Albert Lea Travel 90 90 Lea Travel Lea Travel Not Minnesota Watch Minnesota Watch MnDOT NOW NOW Southeast Minnesota Watch Albert MnDOT 511mn Southeast Southeast Minnesota MnDOT Albert Albert Lea 511mn 511mn ,511mn 511mn 90 90 Albert Lea Albert Lea Travel 90 90 Lea Travel Lea Travel Not Minnesota Watch Minnesota Watch MnDOT NOW NOW Southeast Minnesota Watch Albert MnDOT 511mn Southeast Southeast Minnesota MnDOT Albert Albert Lea 511mn 511mn 
